ID,NOMBRE,SEDE,PROG,NIVEL,Estatus,% BECA,CARGOS,ECA,DEPP,AJUSTADO,PAGADO,SALDO,SALDO VENCIDO,NCV,C,B,A,P,S,%,C,B,A,P,S,%,C,B,A,P,S,%,C,B,A,P,S,%
830,Nombre830,CAM,LIC-EJDE-15,LI,AS,700,10767,0,0,10767,6762.5,4004.5,633,1,2217,110.85,2106.15,2106.15,0,100,2217,110.85,2106.15,2106.15,0,100,2217,110.85,2106.15,2106.15,0,100,2217,110.85,2106.15,0.65,2105.5,0.0308
831,Nombre831,CAM,LIC-EJAD-12,LI,AS,,11400,0,0,11400,5700,5700,0,0,2217,0,2217,2217,0,100,2217,0,2217,2217,0,100,2217,0,2217,0,2217,0,2217,0,2217,0,2217,0
832,Nombre832,CAM,LIC-EJDE-17,LI,AS,105,12528,0,210.05,12317.95,12458.41,0,0,0,2382,1214.82,1167.18,1167.18,0,100,2286,1165.86,1120.14,1120.14,0,100,2286,1165.86,1120.14,1120.14,0,100,2286,1165.86,1120.14,1120.14,0,100
833,Nombre833,CAM,LIC-DERE-15,LI,AS,,19965,0,0,19965,7187,12778,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,0.34,3388.66,0.01,3389,0,3389,0,3389,0
834,Nombre834,CAM,LIC-EJAD-17,LI,AS,,12766.2,0,0,12766.2,3132,9634.2,3370.2,4,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,0.5,2381.5,0.0209,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0
835,Nombre835,CAM,LIC-EJME-17,LI,AS,,8336,0,0,8336,4168,4168,0,0,2084,0,2084,2084,0,100,2084,0,2084,2084,0,100,2084,0,2084,0,2084,0,2084,0,2084,0,2084,0
836,Nombre836,CAM,LIC-ADME-15,LI,AS,,20808,0,0,20808,9936,10872,0.07,1,3750,0,3750,3749.93,0.07,99.99,4686,0,4686,4686,0,100,4686,0,4686,0.07,4685.93,0.0014,4686,0,4686,0,4686,0
837,Nombre837,CAM,LIC-COFI-15,LI,AS,,18660,0,0,18660,8502,10158,750.34,2,3798,0,3798,3797.66,0.34,99.99,3954,0,3954,3954,0,100,3954,0,3954,0.34,3953.66,0.0085,3954,0,3954,0,3954,0
838,Nombre838,CAM,LIC-DSGD-15,LI,AS,,17303.8,0,0,17303.8,3798.46,13505.34,5227.34,5,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,0.8,3388.2,0.0236,3389,0,3389,0,3389,0,3389,0,3389,0,3389,0
839,Nombre839,CAM,LIC-DERE-15,LI,AS,,17265,0,610.07,16654.93,16656.02,0.34,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,3389,0,100,3389,0,3389,3389,0,100
840,Nombre840,CAM,LIC-ITIC-15,LI,AS,600,17283.6,0,0,17283.6,4407.9,12875.7,5004.38,5,3798,227.88,3570.12,3570,0.12,99.99,3389,203.34,3185.66,0,3185.66,0,3389,203.34,3185.66,0,3185.66,0,3389,203.34,3185.66,0,3185.66,0
841,Nombre841,CAM,LIC-MEES-18,LI,AS,,14481.11,0,0,14481.11,3804.1,10677.01,3779.01,4,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
842,Nombre842,CAM,LIC-DERE-18,LI,AS,,14445.15,0,0,14445.15,5636.78,9960.37,3534.37,3,3750,0,3750,3749.93,0.07,99.99,3213,0,3213,0,3213,0,3213,0,3213,0,3213,0,3213,0,3213,0,3213,0
843,Nombre843,CAM,LIC-COFI-15,LI,AS,,16965,0,610.07,16354.93,14106.02,2250.34,750.34,2,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,3389,0,100,3389,0,3389,3389,0,100
844,Nombre844,CAM,LIC-ADME-15,LI,AS,,16965,0,0,16965,9026.35,7938.65,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,170.24,3218.76,5.023,3389,0,3389,169.45,3219.55,5
845,Nombre845,CAM,LIC-COFI-15,LI,AS,,16965,0,0,16965,8687,8278,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,0.34,3388.66,0.01,3389,0,3389,0,3389,0
846,Nombre846,CAM,LIC-COFI-15,LI,AS,,16965,0,0,16965,8687,8278,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,0.34,3388.66,0.01,3389,0,3389,0,3389,0
847,Nombre847,CAM,LIC-EJCO-17,LI,AS,,14038.27,0,0,14038.27,2653.57,11384.7,2620.7,3,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0,2382,0
848,Nombre848,CAM,LIC-DERE-15,LI,AS,,16965,0,0,16965,8687,8278,0,0,3798,0,3798,3798,0,100,3389,0,3389,3389,0,100,3389,0,3389,0,3389,0,3389,0,3389,0,3389,0
849,Nombre849,CAM,LIC-COFI-15,LI,AS,,17303.9,0,0,17303.9,3865,13438.9,5160.9,4,3798,0,3798,3115,683,82.01,3389,0,3389,0,3389,0,3389,0,3389,0,3389,0,3389,0,3389,0,3389,0
850,Nombre850,CAM,LIC-EJDE-17,LI,AS,,14609.6,0,0,14609.6,4445,8664.6,1326.6,2,2085,0,2085,2085,0,100,2919,0,2919,1713,1206,58.68,2919,0,2919,0,2919,0,2919,0,2919,0,2919,0
851,Nombre851,CAM,LIC-DERE-15,LI,AS,,17058.61,0,0,17058.61,8780.62,8277.99,0,0,3798,0,3798,3798,0,100,3389,0,3389,3389,0,100,3389,0,3389,0.01,3388.99,0.0002,3389,0,3389,0,3389,0
852,Nombre852,CAM,LIC-ADTU-10,LI,AS,,13965,0,610.07,13354.93,13356.02,0.34,0.34,1,3798,0,3798,3797.66,0.34,99.99,3389,0,3389,3389,0,100,3389,0,3389,3389,0,100,3389,0,3389,3389,0,100
853,Nombre853,CAM,LIC-EJDE-17,LI,AS,,15383,0,0,15383,7215,8168,0.5,1,2381,0,2381,2380.5,0.5,99.97,3334,0,3334,3334,0,100,3334,0,3334,0.5,3333.5,0.0149,3334,0,3334,0,3334,0
854,Nombre854,CAM,LIC-EJDE-17,LI,AS,,17098.96,0,0,17098.96,5742.96,148,0.5,1,2382,0,2382,2381.5,0.5,99.97,3810,0,3810,3810,0,100,3810,0,3810,3736.5,73.5,98.07,3810,0,3810,3736,74,98.05
855,Nombre855,CAM,MAE-DEMP-10,MA,AS,,16699.1,0,0,16699.1,4466.67,12232.43,4340.43,2,3946,0,3946,3946,0,100,3946,0,3946,0.17,3945.83,0.0043,3946,0,3946,0,3946,0,3946,0,3946,0,3946,0
856,Nombre856,CAM,LIC-EJCO-17,LI,AS,,12528,0,428.73,12099.27,12099.99,0.5,0.5,1,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,2382,0,100,2382,0,2382,2382,0,100,2382,0,2382,2382,0,100
857,Nombre857,CAM,LIC-CTCO-15,LI,AS,,15025,0,0,15025,8097,6928,0.47,1,3883,0,3883,3882.53,0.47,99.98,3464,0,3464,3464,0,100,3464,0,3464,0.47,3463.53,0.0135,3464,0,3464,0,3464,0
858,Nombre858,CAM,LIC-EJDE-17,LI,AS,300,13716.55,0,366.42,13350.13,10629.59,3492.29,771.75,3,2143,107.15,2035.85,2035.85,0,100,2571,128.55,2442.45,2442.45,0,100,2571,128.55,2442.45,2442.45,0,100,2571,128.55,2442.45,1221.91,1220.54,50.02
859,Nombre859,CAM,LIC-EJCO-17,LI,AS,,10038.2,0,0,10038.2,2127.4,7910.8,2806.8,3,2127,0,2127,2126.9,0.1,99.99,2552,0,2552,0.5,2551.5,0.0195,2552,0,2552,0,2552,0,2552,0,2552,0,2552,0
860,Nombre860,CAM,LIC-EJCO-17,LI,AS,,7226.2,0,0,7226.2,2443.8,4782.4,1696.4,3,2143,0,2143,2142.82,0.18,99.99,1543,0,1543,0.98,1542.02,0.0635,1543,0,1543,0,1543,0,1543,0,1543,0,1543,0
861,Nombre861,CAM,LIC-EJAD-17,LI,AS,,10113.1,0,0,10113.1,2143,7970.1,2828.1,3,2143,0,2143,2142.82,0.18,99.99,2571,0,2571,0.18,2570.82,0.007,2571,0,2571,0,2571,0,2571,0,2571,0,2571,0
862,Nombre862,CAM,LIC-EJDE-17,LI,AS,,8314,0,385.7,7928.3,8185.99,0.18,0.18,1,2143,0,2143,2142.82,0.18,99.99,2057,0,2057,2057,0,100,2057,0,2057,2057,0,100,2057,0,2057,2057,0,100
863,Nombre863,CAM,MAE-JUIC-15,MA,PT,,15136,0,0,15136,7568,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Nombre864,CAM,LIC-EJCO-17,LI,AS,,9990,0,0,9990,1947,8043,2963,4,2116,0,2116,1947,169,92.01,2540,0,2540,0,2540,0,2540,0,2540,0,2540,0,2540,0,2540,0,2540,0
865,Nombre865,CAM,LIC-DAEM-15,LI,AS,403,14044,0,0,14044,9126.2,4917.8,0,0,3697,1109.1,2587.9,2587.9,0,100,3299,989.7,2309.3,2309.3,0,100,3299,989.7,2309.3,0.8,2308.5,0.0346,3299,989.7,2309.3,0,2309.3,0
866,Nombre866,CAM,LIC-CTCO-18,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
867,Nombre867,CAM,LIC-ADME-18,LI,AS,402,14170,0,475.07,13694.93,13695.78,0,0,0,3697,739.4,2957.6,2957.6,0,100,3299,659.8,2639.2,2639.2,0,100,3299,659.8,2639.2,2639.2,0,100,3299,659.8,2639.2,2639.2,0,100
868,Nombre868,CAM,LIC-DERE-18,LI,AS,,15277.2,0,0,15277.2,8379.2,10786.61,3888.61,6,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
869,Nombre869,CAM,LIC-EJME-17,LI,AS,401,8752,0,0,8752,5282.52,3469.48,0,0,2116,380.88,1735.12,1735.12,0,100,2116,380.88,1735.12,1735.12,0,100,2116,380.88,1735.12,0.76,1734.36,0.0438,2116,380.88,1735.12,0,1735.12,0
870,Nombre870,CAM,LIC-CTCO-18,LI,AS,,13594,0,0,13594,6996.49,6597.51,0,0,3697,0,3697,3697,0,100,3299,0,3299,3299,0,100,3299,0,3299,0.49,3298.51,0.0148,3299,0,3299,0,3299,0
871,Nombre871,CAM,LIC-DERE-18,LI,AS,,13923.9,0,0,13923.9,3697,10226.9,3628.9,3,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
872,Nombre872,CAM,LIC-EDFI-18,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
873,Nombre873,CAM,LIC-DERE-18,LI,AS,,16186.11,0,0,16186.11,3804.1,12382.01,4384.01,4,3697,0,3697,3696.89,0.11,99.99,3849,0,3849,0,3849,0,3849,0,3849,0,3849,0,3849,0,3849,0,3849,0
874,Nombre874,CAM,LIC-MEES-18,LI,AS,403,13882,0,0,13882,9594.02,4287.98,0,0,3697,1293.95,2403.05,2403.05,0,100,3299,1154.65,2144.35,2144.35,0,100,3299,1154.65,2144.35,0.72,2143.63,0.0335,3299,1154.65,2144.35,0,2144.35,0
875,Nombre875,CAM,LIC-EJAD-17,LI,AS,,11305,0,380.93,10924.07,8384.64,2539.43,0,0,2116,0,2116,2116,0,100,2963,0,2963,2963,0,100,2963,0,2963,2963,0,100,2963,0,2963,423.57,2539.43,14.29
876,Nombre876,CAM,LIC-EDFI-18,LI,AS,,13923.9,0,0,13923.9,3697,10226.9,3628.9,3,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
877,Nombre877,CAM,LIC-COFI-18,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
878,Nombre878,CAM,LIC-SYSC-18,LI,AS,,13923.9,0,0,13923.9,3328,10595.9,3997.9,3,3697,0,3697,3328,369,90.01,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
879,Nombre879,CAM,LIC-EJAD-17,LI,AS,,9435.6,0,0,9435.6,2976.98,6458.62,2306.02,3,2307,0,2307,2284.88,22.12,99.04,2307,0,2307,230.7,2076.3,10,2307,0,2307,230.7,2076.3,10,2307,0,2307,230.7,2076.3,10
880,Nombre880,CAM,LIC-DAEM-15,LI,AS,403,13882,0,415.69,13466.31,13467.93,0,0,0,3697,1109.1,2587.9,2587.9,0,100,3299,989.7,2309.3,2309.3,0,100,3299,989.7,2309.3,2309.3,0,100,3299,989.7,2309.3,2309.3,0,100
881,Nombre881,CAM,LIC-EJAD-17,LI,AS,,12717.3,0,0,12717.3,2382.2,10335.1,3667.1,3,2382,0,2382,2381.5,0.5,99.97,3334,0,3334,0.7,3333.3,0.0209,3334,0,3334,0,3334,0,3334,0,3334,0,3334,0
882,Nombre882,CAM,LIC-COFI-18,LI,AS,,300,0,0,300,3997.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,Nombre883,CAM,LIC-EJME-17,LI,AS,400,9732.9,0,0,9732.9,2964.68,6768.22,2431.06,3,2307,138.42,2168.58,2123,45.58,97.89,2307,138.42,2168.58,0,2168.58,0,2307,138.42,2168.58,0,2168.58,0,2307,138.42,2168.58,0,2168.58,0
884,Nombre884,CAM,LIC-DAEM-15,LI,AS,,13594,0,593.84,13000.16,13000.99,0.11,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,3299,0,100,3299,0,3299,3299,0,100
885,Nombre885,CAM,LIC-EJDE-17,LI,AS,,9228,0,0,9228,4614,4614,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
886,Nombre886,CAM,LIC-EJDE-17,LI,AS,,9228,0,0,9228,4614,4614,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
887,Nombre887,CAM,MAE-MADN-15,MA,AS,,6168,0,0,6168,3084,3084,0,0,1542,0,1542,1542,0,100,1542,0,1542,1542,0,100,1542,0,1542,0,1542,0,1542,0,1542,0,1542,0
888,Nombre888,CAM,LIC-COFI-18,LI,AS,401,13882,0,0,13882,7944.64,5937.36,0,0,3697,369.7,3327.3,3327.3,0,100,3299,329.9,2969.1,2969.1,0,100,3299,329.9,2969.1,0.84,2968.26,0.0282,3299,329.9,2969.1,0,2969.1,0
889,Nombre889,CAM,LIC-DERE-18,LI,AS,,13594,0,0,13594,6996,6598,0.11,1,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0
890,Nombre890,CAM,LIC-ADME-18,LI,BR,,500,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,Nombre891,CAM,LIC-EJCO-17,LI,AS,,12386.91,0,0,12386.91,2374.15,10012.76,3552.76,2,2307,0,2307,2307,0,100,3230,0,3230,0.24,3229.76,0.0074,3230,0,3230,0,3230,0,3230,0,3230,0,3230,0
892,Nombre892,CAM,LIC-EJCO-17,LI,AS,,9458.6,0,0,9458.6,2308,7150.6,2536.6,2,2307,0,2307,2307,0,100,2307,0,2307,1,2306,0.0433,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
893,Nombre893,CAM,LIC-CTCO-18,LI,AS,402,13857.8,0,0,13857.8,5677.29,8180.51,2902.11,2,3697,739.4,2957.6,2957.6,0,100,3299,659.8,2639.2,0.89,2638.31,0.0337,3299,659.8,2639.2,0,2639.2,0,3299,659.8,2639.2,0,2639.2,0
894,Nombre894,CAM,MAE-JUIC-15,MA,PT,,15136,0,0,15136,3784,11352,3784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,Nombre895,CAM,LIC-EJDE-17,LI,BA,,347,0,0,347,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,Nombre896,CAM,LIC-EJCO-17,LI,AS,,9228,0,0,9228,4614.24,4613.76,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0.24,2306.76,0.0104,2307,0,2307,0,2307,0
897,Nombre897,CAM,LIC-EJAD-17,LI,AS,,12644,0,0,12644,6184,6460,0,0,2307,0,2307,2307,0,100,3230,0,3230,3230,0,100,3230,0,3230,0,3230,0,3230,0,3230,0,3230,0
898,Nombre898,CAM,LIC-EJAD-17,LI,AS,404,9654.3,0,0,9654.3,5364.2,4290.1,1521.7,2,2307,922.8,1384.2,1384.2,0,100,2307,922.8,1384.2,0.8,1383.4,0.0577,2307,922.8,1384.2,0,1384.2,0,2307,922.8,1384.2,0,1384.2,0
899,Nombre899,CAM,LIC-EJCO-17,LI,AS,,9581.23,0,0,9581.23,4967.38,4613.85,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0.15,2306.85,0.0065,2307,0,2307,0,2307,0
900,Nombre900,CAM,LIC-EJDE-17,LI,AS,400,9516,0,0,9516,5271.24,4244.76,0,0,2307,184.56,2122.44,2122.44,0,100,2307,184.56,2122.44,2122.44,0,100,2307,184.56,2122.44,0.12,2122.32,0.0056,2307,184.56,2122.44,0,2122.44,0
901,Nombre901,CAM,MAE-MERD-15,MA,PT,,15136,0,0,15136,7568,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,Nombre902,CAM,MAE-EDUC-15,MA,PT,,15136,0,0,15136,11352,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,Nombre903,CAM,LIC-DERE-18,LI,AS,,14673.9,0,0,14673.9,3997,10676.9,3778.9,4,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,0.11,3298.89,0.0033,3299,0,3299,0,3299,0,3299,0,3299,0,3299,0
904,Nombre904,CAM,LIC-EJCO-17,LI,AS,403,9516,0,0,9516,6655.64,2860.36,0,0,2307,876.66,1430.34,1430.34,0,100,2307,876.66,1430.34,1430.34,0,100,2307,876.66,1430.34,0.32,1430.02,0.0223,2307,876.66,1430.34,0,1430.34,0
905,Nombre905,CAM,LIC-EJDE-17,LI,AS,,9458.6,0,0,9458.6,2307.6,7151,2537,2,2307,0,2307,2307,0,100,2307,0,2307,0.6,2306.4,0.026,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
906,Nombre906,CAM,LIC-DERE-18,LI,AS,403,11379.21,0,0,11379.21,7754.7,3624.51,0,0,3697,1109.1,2587.9,2587.9,0,100,2375,712.5,1662.5,1662.5,0,100,2375,712.5,1662.5,0.49,1662.01,0.0294,2375,712.5,1662.5,0,1662.5,0
907,Nombre907,CAM,MAE-MADN-15,MA,PT,,15136,0,0,15136,7568,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,Nombre908,CAM,LIC-EJAD-17,LI,AS,403,9677.4,0,0,9677.4,4671.87,5005.53,1775.73,2,2307,692.1,1614.9,1614.9,0,100,2307,692.1,1614.9,0.57,1614.33,0.0352,2307,692.1,1614.9,0,1614.9,0,2307,692.1,1614.9,0,1614.9,0
909,Nombre909,CAM,LIC-COFI-18,LI,AS,403,14241,0,0,14241,9255.3,4985.7,0,0,3750,1125,2625,2625,0,100,3347,1004.1,2342.9,2342.9,0,100,3347,1004.1,2342.9,0.1,2342.8,0.0042,3347,1004.1,2342.9,0,2342.9,0
910,Nombre910,CAM,LIC-MEES-18,LI,AS,,16562.45,0,0,16562.45,8531.38,8031.07,0.07,1,3750,0,3750,3749.93,0.07,99.99,4016,0,4016,4016,0,100,4016,0,4016,1,4015,0.0249,4016,0,4016,0,4016,0
911,Nombre911,CAM,MAE-EDUC-15,MA,PT,,15136,0,0,15136,7568,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,Nombre912,CAM,LIC-DERE-18,LI,AS,401,14789.9,0,0,14789.9,5445.1,9344.8,3020.2,3,3750,375,3375,3375,0,100,3347,334.7,3012.3,403,2609.3,13.37,3347,334.7,3012.3,0,3012.3,0,3347,334.7,3012.3,0,3012.3,0
913,Nombre913,CAM,MAE-EDUC-15,MA,PT,,15136,0,0,15136,15136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,Nombre914,CAM,LIC-COFI-18,LI,AS,402,13870.96,0,0,13870.96,8851.16,5019.8,0,0,3750,937.5,2812.5,2812.5,0,100,3347,836.75,2510.25,2510.25,0,100,3347,836.75,2510.25,0.7,2509.55,0.0278,3347,836.75,2510.25,0,2510.25,0
915,Nombre915,CAM,LIC-EJAD-17,LI,AS,,8336,0,0,8336,4168,4168,0,0,2084,0,2084,2084,0,100,2084,0,2084,2084,0,100,2084,0,2084,0,2084,0,2084,0,2084,0,2084,0
916,Nombre916,CAM,LIC-CTCO-18,LI,AS,,14091,0,0,14091,7397,6694,0.07,1,3750,0,3750,3749.93,0.07,99.99,3347,0,3347,3347,0,100,3347,0,3347,0.07,3346.93,0.002,3347,0,3347,0,3347,0
917,Nombre917,CAM,LIC-DERE-18,LI,AS,402,13791,0,0,13791,8770.75,5020.25,0,0,3750,937.5,2812.5,2812.5,0,100,3347,836.75,2510.25,2510.25,0,100,3347,836.75,2510.25,0.25,2510,0.0099,3347,836.75,2510.25,0,2510.25,0
918,Nombre918,CAM,LIC-EJAD-17,LI,AS,401,8624,0,0,8624,4873.6,3750.4,0,0,2084,208.4,1875.6,1875.6,0,100,2084,208.4,1875.6,1875.6,0,100,2084,208.4,1875.6,0.8,1874.8,0.0426,2084,208.4,1875.6,0,1875.6,0
919,Nombre919,CAM,LIC-EJAD-17,LI,AS,,8544.3,0,0,8544.3,2085,6459.3,2291.3,2,2084,0,2084,2084,0,100,2084,0,2084,1,2083,0.0479,2084,0,2084,0,2084,0,2084,0,2084,0,2084,0
920,Nombre920,CAM,LIC-EJAD-17,LI,AS,,8844.3,0,0,8844.3,2385,6459.3,2291.3,2,2084,0,2084,2084,0,100,2084,0,2084,1,2083,0.0479,2084,0,2084,0,2084,0,2084,0,2084,0,2084,0
921,Nombre921,CAM,LIC-EJAD-17,LI,AS,,8844.3,0,0,8844.3,2385,6459.3,2291.3,2,2084,0,2084,2084,0,100,2084,0,2084,1,2083,0.0479,2084,0,2084,0,2084,0,2084,0,2084,0,2084,0
922,Nombre922,CAM,LIC-EJAD-17,LI,AS,401,8568.32,0,0,8568.32,4971.12,3597.2,0,0,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,0,1798.6,0,2116,317.4,1798.6,0,1798.6,0
923,Nombre923,CAM,LIC-EJAD-17,LI,AS,401,8464,0,0,8464,4867.61,3596.39,0,0,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,0.81,1797.79,0.045,2116,317.4,1798.6,0,1798.6,0
924,Nombre924,CAM,LIC-EJAD-17,LI,AS,401,8890.42,0,304.66,8585.76,8585.76,0,0,0,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,1798.6,0,100
925,Nombre925,CAM,LIC-EJCO-17,LI,AS,401,8752,0,0,8752,5155.61,3596.39,0,0,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,0.81,1797.79,0.045,2116,317.4,1798.6,0,1798.6,0
926,Nombre926,CAM,LIC-EJAD-17,LI,AS,,8895.43,0,0,8895.43,4663.43,4232,0,0,2116,0,2116,2116,0,100,2116,0,2116,2116,0,100,2116,0,2116,0,2116,0,2116,0,2116,0,2116,0
927,Nombre927,CAM,MAE-MADN-15,MA,AS,402,16116,0,0,16116,10418.84,5697.16,0,0,3957,1107.96,2849.04,2849.04,0,100,3957,1107.96,2849.04,2849.04,0,100,3957,1107.96,2849.04,0.92,2848.12,0.0322,3957,1107.96,2849.04,0,2849.04,0
928,Nombre928,CAM,LIC-DERE-18,LI,AS,403,14290,0,414.48,13875.52,12747.54,1127.98,150,1,3682,920.5,2761.5,2761.5,0,100,3290,822.5,2467.5,2467.5,0,100,3290,822.5,2467.5,2467.5,0,100,3290,822.5,2467.5,1789.52,677.98,72.52
929,Nombre929,CAM,LIC-CTCO-18,LI,AS,402,14290,0,0,14290,8726.3,5563.7,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,164.8,2631.7,5.893,3290,493.5,2796.5,164.5,2632,5.882
930,Nombre930,CAM,LIC-DERE-18,LI,AS,405,13840,0,296.04,13543.96,13544.01,0,0,0,3682,1841,1841,1841,0,100,3290,1645,1645,1645,0,100,3290,1645,1645,1645,0,100,3290,1645,1645,1645,0,100
931,Nombre931,CAM,LIC-SYSC-18,LI,AS,405,13552,0,0,13552,10459,3093,0,0,3682,1841,1841,1841,0,100,3290,1645,1645,1645,0,100,3290,1645,1645,197,1448,11.97,3290,1645,1645,0,1645,0
932,Nombre932,CAM,LIC-COFI-18,LI,AS,401,14578,0,0,14578,8685.17,5892.83,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0.17,2796.33,0.006,3290,493.5,2796.5,0,2796.5,0
933,Nombre933,CAM,LIC-COFI-18,LI,AS,401,14424.1,0,0,14424.1,5061.35,9362.75,3440.75,3,3682,368.2,3313.8,3130.15,183.65,94.45,3290,329,2961,0,2961,0,3290,329,2961,0,2961,0,3290,329,2961,0,2961,0
934,Nombre934,CAM,LIC-COFI-18,LI,AS,401,14290,0,0,14290,8397.42,5892.58,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0.42,2796.08,0.015,3290,493.5,2796.5,0,2796.5,0
935,Nombre935,CAM,LIC-ADME-18,LI,AS,404,14128,0,0,14128,10180.12,3947.88,0,0,3682,1472.8,2209.2,2209.2,0,100,3290,1316,1974,1974,0,100,3290,1316,1974,0.12,1973.88,0.006,3290,1316,1974,0,1974,0
936,Nombre936,CAM,LIC-EJAD-17,LI,AS,402,6876,0,0,6876,4414.84,2461.16,0,0,2085,375.3,1709.7,1709.7,0,100,1501,270.18,1230.82,1230.82,0,100,1501,270.18,1230.82,0.48,1230.34,0.0389,1501,270.18,1230.82,0,1230.82,0
937,Nombre937,CAM,LIC-DSGD-18,LI,AS,401,14290,0,0,14290,8397.8,5892.2,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0.8,2795.7,0.0286,3290,493.5,2796.5,0,2796.5,0
