ID,NOMBRE,SEDE,PROG,NIVEL,Estatus,% BECA,CARGOS,ECA,DEPP,AJUSTADO,PAGADO,SALDO,SALDO VENCIDO,NCV,C,B,A,P,S,%,C,B,A,P,S,%,C,B,A,P,S,%,C,B,A,P,S,%
104,Nombre104,CAM,LIC-EJAD-17,LI,AS,402,11123.5,0,0,11123.5,4141.73,6981.77,2551.37,3,2307,461.4,1845.6,1730.93,114.67,93.78,2769,553.8,2215.2,0,2215.2,0,2769,553.8,2215.2,0,2215.2,0,2769,553.8,2215.2,0,2215.2,0
105,Nombre105,CAM,LIC-ADME-18,LI,AS,,14044,0,593.84,13450.16,13000.99,450.11,150.11,2,3697,0,3697,3696.89,0.11,99.99,3299,0,3299,3299,0,100,3299,0,3299,3299,0,100,3299,0,3299,3299,0,100
106,Nombre106,CAM,LIC-EJCO-17,LI,AS,,9228,0,0,9228,4614,4614,0,0,2307,0,2307,2307,0,100,2307,0,2307,2307,0,100,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
107,Nombre107,CAM,MAE-MERD-15,MA,PT,,15136,0,0,15136,7568,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Nombre108,CAM,LIC-EJME-17,LI,AS,,9458.6,0,0,9458.6,2307.6,7151,2537,2,2307,0,2307,2307,0,100,2307,0,2307,0.6,2306.4,0.026,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
109,Nombre109,CAM,LIC-EJAD-17,LI,AS,,13752.1,0,0,13752.1,2308,11444.1,4060.1,2,2307,0,2307,2307,0,100,3692,0,3692,1,3691,0.027,3692,0,3692,0,3692,0,3692,0,3692,0,3692,0
110,Nombre110,CAM,LIC-EJAD-17,LI,AS,400,9444.9,0,0,9444.9,2607.68,6837.22,2500.06,3,2307,138.42,2168.58,2054,114.58,94.71,2307,138.42,2168.58,0,2168.58,0,2307,138.42,2168.58,0,2168.58,0,2307,138.42,2168.58,0,2168.58,0
111,Nombre111,CAM,LIC-EJCO-17,LI,AS,,9458.6,0,0,9458.6,2308,7150.6,2536.6,2,2307,0,2307,2307,0,100,2307,0,2307,1,2306,0.0433,2307,0,2307,0,2307,0,2307,0,2307,0,2307,0
112,Nombre112,CAM,LIC-SYSC-18,LI,AS,3,16396.69,0,0,16396.69,10554.09,5842.6,0,0,3697,1109.1,2587.9,2587.9,0,100,3959,1187.7,2771.3,2771.3,0,100,3959,1187.7,2771.3,0,2771.3,0,3959,1187.7,2771.3,0,2771.3,0
113,Nombre113,CAM,MAE-MADN-15,MA,PT,,0,0,0,0,0,0,0,0,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,
114,Nombre114,CAM,LIC-COFI-18,LI,AS,,13791,0,0,13791,7097,6694,0.07,1,3750,0,3750,3749.93,0.07,99.99,3347,0,3347,3347,0,100,3347,0,3347,0.07,3346.93,0.002,3347,0,3347,0,3347,0
115,Nombre115,CAM,LIC-EJAD-17,LI,AS,402,10163,0,300.16,9862.84,8864.11,998.73,0,0,2084,416.8,1667.2,1667.2,0,100,2501,500.2,2000.8,2000.8,0,100,2501,500.2,2000.8,2000.8,0,100,2501,500.2,2000.8,1002.07,998.73,50.08
116,Nombre116,CAM,LIC-COFI-18,LI,AS,,14529,0,0,14529,7535.15,6993.85,0,0,3750,0,3750,3750,0,100,3347,0,3347,3347,0,100,3347,0,3347,0.15,3346.85,0.0044,3347,0,3347,0,3347,0
117,Nombre117,CAM,LIC-EJAD-17,LI,AS,,8624,0,0,8624,4456,4168,0,0,2084,0,2084,2084,0,100,2084,0,2084,2084,0,100,2084,0,2084,0,2084,0,2084,0,2084,0,2084,0
118,Nombre118,CAM,LIC-EJDE-17,LI,AS,401,11126,0,0,11126,6165.44,4960.56,0,0,2084,312.6,1771.4,1771.4,0,100,2918,437.7,2480.3,2480.3,0,100,2918,437.7,2480.3,0.04,2480.26,0.0016,2918,437.7,2480.3,0,2480.3,0
119,Nombre119,CAM,LIC-EJDE-17,LI,AS,,8403.4,0,0,8403.4,3536,4867.4,697.4,2,2085,0,2085,2085,0,100,2085,0,2085,1451,634,69.59,2085,0,2085,0,2085,0,2085,0,2085,0,2085,0
120,Nombre120,CAM,LIC-EJCO-17,LI,AS,401,8336,0,0,8336,4793.4,3542.6,0,0,2084,312.6,1771.4,1771.4,0,100,2084,312.6,1771.4,1771.4,0,100,2084,312.6,1771.4,0.2,1771.2,0.0112,2084,312.6,1771.4,0,1771.4,0
121,Nombre121,CAM,LIC-MEES-18,LI,AS,402,14670.54,0,451.82,14218.72,13528.66,690.06,0,0,3750,750,3000,3000,0,100,3347,669.4,2677.6,2677.6,0,100,3347,669.4,2677.6,2677.6,0,100,3347,669.4,2677.6,1987.54,690.06,74.22
122,Nombre122,CAM,LIC-EJAD-17,LI,AS,401,8336,0,0,8336,7098.48,1237.52,0,0,2084,375.12,1708.88,1708.88,0,100,2084,375.12,1708.88,1708.88,0,100,2084,375.12,1708.88,1708.88,0,100,2084,375.12,1708.88,471.36,1237.52,27.58
123,Nombre123,CAM,LIC-EJDE-17,LI,AS,400,8665,0,0,8665,2328.2,6336.8,2316.4,3,2116,105.8,2010.2,1905,105.2,94.76,2116,105.8,2010.2,0,2010.2,0,2116,105.8,2010.2,0,2010.2,0,2116,105.8,2010.2,0,2010.2,0
124,Nombre124,CAM,LIC-EJDE-17,LI,AS,401,8464,0,0,8464,5079.01,3384.99,0,0,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,1798.6,0,100,2116,317.4,1798.6,106.41,1692.19,5.916,2116,317.4,1798.6,105.8,1692.8,5.882
125,Nombre125,CAM,MAE-MADN-15,MA,AS,402,21418.4,0,0,21418.4,13214.3,8204.1,290.1,2,5276,1319,3957,3957,0,100,5276,1319,3957,3693.3,263.7,93.33,5276,1319,3957,0,3957,0,5276,1319,3957,0,3957,0
126,Nombre126,CAM,LIC-EJCO-17,LI,AS,402,8464,0,304.68,8159.32,8160.01,0,0,0,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100
127,Nombre127,CAM,LIC-EJCO-17,LI,AS,402,8752,0,0,8752,5366.8,3385.2,0,0,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,1692.8,0,100,2116,423.2,1692.8,0.4,1692.4,0.0236,2116,423.2,1692.8,0,1692.8,0
128,Nombre128,CAM,LIC-EJAD-17,LI,AS,401,9351.7,0,0,9351.7,3753.4,5598.3,1789.5,2,2116,211.6,1904.4,1904.4,0,100,2116,211.6,1904.4,277.6,1626.8,14.57,2116,211.6,1904.4,0,1904.4,0,2116,211.6,1904.4,0,1904.4,0
129,Nombre129,CAM,MAE-EDUC-15,MA,AS,107,12140.4,0,0,12140.4,10377.6,1762.8,0,0,2938,2056.6,881.4,881.4,0,100,2938,2056.6,881.4,881.4,0,100,2938,2056.6,881.4,0,881.4,0,2938,2056.6,881.4,0,881.4,0
130,Nombre130,CAM,LIC-DSGD-18,LI,AS,403,13840,0,414.5,13425.5,13425.59,0,0,0,3682,1104.6,2577.4,2577.4,0,100,3290,987,2303,2303,0,100,3290,987,2303,2303,0,100,3290,987,2303,2303,0,100
131,Nombre131,CAM,LIC-DSGD-18,LI,AS,403,13840,0,0,13840,9234.6,4605.4,0,0,3682,1104.6,2577.4,2577.4,0,100,3290,987,2303,2303,0,100,3290,987,2303,0.6,2302.4,0.026,3290,987,2303,0,2303,0
132,Nombre132,CAM,LIC-DERE-18,LI,AS,401,14578,0,0,14578,8356.18,6221.82,0,0,3682,368.2,3313.8,3313.8,0,100,3290,329,2961,2961,0,100,3290,329,2961,0.18,2960.82,0.006,3290,329,2961,0,2961,0
133,Nombre133,CAM,LIC-COFI-18,LI,AS,401,14394.28,0,0,14394.28,8801.28,5593,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0,2796.5,0,3290,493.5,2796.5,0,2796.5,0
134,Nombre134,CAM,LIC-DAEM-15,LI,AS,402,13840,0,0,13840,8576.4,5263.6,0,0,3682,736.4,2945.6,2945.6,0,100,3290,658,2632,2632,0,100,3290,658,2632,0.4,2631.6,0.0151,3290,658,2632,0,2632,0
135,Nombre135,CAM,LIC-ADME-18,LI,AS,401,14290,0,532.98,13757.02,13757.2,0,0,0,3682,368.2,3313.8,3313.8,0,100,3290,329,2961,2961,0,100,3290,329,2961,2961,0,100,3290,329,2961,2961,0,100
136,Nombre136,CAM,LIC-DSGD-18,LI,AS,402,13840,0,0,13840,8576.4,5263.6,0,0,3682,736.4,2945.6,2945.6,0,100,3290,658,2632,2632,0,100,3290,658,2632,0.4,2631.6,0.0151,3290,658,2632,0,2632,0
137,Nombre137,CAM,LIC-DSGD-18,LI,AS,402,14290,0,0,14290,8726.16,5563.84,0,0,3682,736.4,2945.6,2945.6,0,100,3290,658,2632,2632,0,100,3290,658,2632,0.16,2631.84,0.006,3290,658,2632,0,2632,0
138,Nombre138,CAM,LIC-EJAD-17,LI,AS,402,8379,0,0,8379,5176.2,3202.8,0,0,2085,417,1668,1668,0,100,2002,400.4,1601.6,1601.6,0,100,2002,400.4,1601.6,0.4,1601.2,0.0249,2002,400.4,1601.6,0,1601.6,0
139,Nombre139,CAM,MAE-MADN-15,MA,AS,402,15300,0,0,15300,14565.6,734.4,0,0,3825,765,3060,3060,0,100,3825,765,3060,3060,0,100,3825,765,3060,3060,0,100,3825,765,3060,2325.6,734.4,76
140,Nombre140,CAM,LIC-MEES-18,LI,AS,402,13840,0,0,13840,8576.16,5263.84,0,0,3682,736.4,2945.6,2945.6,0,100,3290,658,2632,2632,0,100,3290,658,2632,0.16,2631.84,0.006,3290,658,2632,0,2632,0
141,Nombre141,CAM,LIC-MEES-18,LI,BV,401,6277.7,0,0,6277.7,6633.2,-355.5,2.5,4,3682,368.2,3313.8,3313.8,0,100,0,329,-329,104.2,-433.2,-31.6,0,329,-329,0,-329,0,0,329,-329,0,-329,0
142,Nombre142,CAM,MAE-DEMP-10,MA,AS,402,15606,0,0,15606,6120,9486,3366,2,3825,765,3060,3060,0,100,3825,765,3060,0,3060,0,3825,765,3060,0,3060,0,3825,765,3060,0,3060,0
143,Nombre143,CAM,LIC-EJDE-17,LI,AS,401,9794.3,0,0,9794.3,3518.26,6276.04,2256.64,3,2310,300.3,2009.7,1963.76,45.94,97.71,2310,300.3,2009.7,0,2009.7,0,2310,300.3,2009.7,0,2009.7,0,2310,300.3,2009.7,0,2009.7,0
144,Nombre144,CAM,LIC-DERE-18,LI,AS,401,14290,0,0,14290,8068.2,6221.8,0,0,3682,368.2,3313.8,3313.8,0,100,3290,329,2961,2961,0,100,3290,329,2961,0.2,2960.8,0.0067,3290,329,2961,0,2961,0
145,Nombre145,CAM,LIC-DERE-18,LI,BS,403,564,0,0,564,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Nombre146,CAM,LIC-EJDE-17,LI,BR,402,923,0,0,923,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Nombre147,CAM,LIC-EJCO-17,LI,AS,402,9636.83,0,0,9636.83,6171.83,3465,0,0,2310,577.5,1732.5,1732.5,0,100,2310,577.5,1732.5,1732.5,0,100,2310,577.5,1732.5,0,1732.5,0,2310,577.5,1732.5,0,1732.5,0
148,Nombre148,CAM,LIC-DERE-18,LI,AS,402,14290,0,0,14290,8397.56,5892.44,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0.56,2795.94,0.02,3290,493.5,2796.5,0,2796.5,0
149,Nombre149,CAM,LIC-ADTU-10,LI,AS,402,14287,0,0,14287,8246.8,6040.2,150,1,3682,552.3,3129.7,3129.7,0,100,3289,493.5,2795.5,2795.5,0,100,3289,493.5,2795.5,0.8,2794.7,0.0286,3289,493.5,2795.5,0,2795.5,0
150,Nombre150,CAM,LIC-EJAD-17,LI,AS,401,9591.63,0,0,9591.63,5433.63,4158,0,0,2310,231,2079,2079,0,100,2310,231,2079,2079,0,100,2310,231,2079,0,2079,0,2310,231,2079,0,2079,0
151,Nombre151,CAM,MAE-EDUC-15,MA,AS,402,11815.89,0,0,11815.89,7408.89,4407,0,0,2938,734.5,2203.5,2203.5,0,100,2938,734.5,2203.5,2203.5,0,100,2938,734.5,2203.5,0,2203.5,0,2938,734.5,2203.5,0,2203.5,0
152,Nombre152,CAM,LIC-DERE-18,LI,AS,401,14290,0,0,14290,8397.17,5892.83,0,0,3682,552.3,3129.7,3129.7,0,100,3290,493.5,2796.5,2796.5,0,100,3290,493.5,2796.5,0.17,2796.33,0.006,3290,493.5,2796.5,0,2796.5,0
153,Nombre153,CAM,LIC-EJCO-17,LI,AS,401,9528,0,0,9528,5601.01,3926.99,0,0,2310,346.5,1963.5,1963.5,0,100,2310,346.5,1963.5,1963.5,0,100,2310,346.5,1963.5,0.01,1963.49,0.0005,2310,346.5,1963.5,0,1963.5,0
154,Nombre154,CAM,LIC-EDFI-18,LI,AS,401,14290,0,0,14290,8265.76,6024.24,0,0,3682,478.66,3203.34,3203.34,0,100,3290,427.7,2862.3,2862.3,0,100,3290,427.7,2862.3,0.36,2861.94,0.0125,3290,427.7,2862.3,0,2862.3,0
155,Nombre155,CAM,LIC-COFI-18,LI,AS,405,14578,0,0,14578,10988.1,3589.9,0,0,3682,1841,1841,1841,0,100,3290,1645,1645,1645,0,100,3290,1645,1645,0.1,1644.9,0.006,3290,1645,1645,0,1645,0
156,Nombre156,CAM,MAE-EDUC-15,MA,AS,405,11752,0,0,11752,8814,2938,0,0,2938,1469,1469,1469,0,100,2938,1469,1469,1469,0,100,2938,1469,1469,0,1469,0,2938,1469,1469,0,1469,0
157,Nombre157,CAM,LIC-EJCO-17,LI,AS,402,9586.6,0,0,9586.6,6122.33,3464.27,0,0,2310,577.5,1732.5,1732.5,0,100,2310,577.5,1732.5,1732.5,0,100,2310,577.5,1732.5,0.73,1731.77,0.0421,2310,577.5,1732.5,0,1732.5,0
158,Nombre158,CAM,LIC-EJCO-17,LI,AS,403,10341.7,0,0,10341.7,5901,4440.7,975.7,2,2310,577.5,1732.5,1732.5,0,100,2310,577.5,1732.5,845.5,887,48.8,2310,577.5,1732.5,0,1732.5,0,2310,577.5,1732.5,0,1732.5,0
159,Nombre159,CAM,LIC-EJDE-17,LI,AS,404,10914,0,0,10914,7588.41,3325.59,0,0,2310,924,1386,1386,0,100,2772,1108.8,1663.2,1663.2,0,100,2772,1108.8,1663.2,0.81,1662.39,0.0487,2772,1108.8,1663.2,0,1663.2,0
160,Nombre160,CAM,MAE-JUIC-15,MA,AS,405,20463.7,0,0,20463.7,14663,5800.7,700.7,2,5100,2550,2550,2550,0,100,5100,2550,2550,1913,637,75.01,5100,2550,2550,0,2550,0,5100,2550,2550,0,2550,0
161,Nombre161,CAM,MAE-JUIC-15,MA,AS,404,15588,0,0,15588,11380.5,4207.5,0,0,3825,1721.25,2103.75,2103.75,0,100,3825,1721.25,2103.75,2103.75,0,100,3825,1721.25,2103.75,0,2103.75,0,3825,1721.25,2103.75,0,2103.75,0
162,Nombre162,CAM,LIC-EJAD-17,LI,AS,405,9528,0,0,9528,7218.65,2309.35,0,0,2310,1155,1155,1155,0,100,2310,1155,1155,1155,0,100,2310,1155,1155,0.65,1154.35,0.0562,2310,1155,1155,0,1155,0
163,Nombre163,CAM,LIC-MEES-18,LI,BR,405,288,0,0,288,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Nombre164,CAM,LIC-EJCO-17,LI,AS,,9837.79,0,0,9837.79,2396.19,7441.6,3005.6,3,2310,0,2310,1744.2,565.8,75.5,2218,0,2218,0,2218,0,2218,0,2218,0,2218,0,2218,0,2218,0,2218,0
165,Nombre165,CAM,LIC-DERE-18,LI,AS,405,13840,0,0,13840,10550.1,3289.9,0,0,3682,1841,1841,1841,0,100,3290,1645,1645,1645,0,100,3290,1645,1645,0.1,1644.9,0.006,3290,1645,1645,0,1645,0
166,Nombre166,CAM,LIC-EJAD-17,LI,AS,405,9899.04,0,0,9899.04,7589.04,2310,0,0,2310,1155,1155,1155,0,100,2310,1155,1155,1155,0,100,2310,1155,1155,0,1155,0,2310,1155,1155,0,1155,0
167,Nombre167,CAM,LIC-EJDE-17,LI,AS,405,9631.9,0,0,9631.9,6409.65,3222.25,1143.25,2,2310,1155,1155,1155,0,100,2310,1155,1155,115.65,1039.35,10.01,2310,1155,1155,115.5,1039.5,10,2310,1155,1155,115.5,1039.5,10
168,Nombre168,CAM,LIC-COFI-18,LI,AS,405,14290,0,0,14290,10371.5,3918.5,0,0,3682,1656.9,2025.1,2025.1,0,100,3290,1480.5,1809.5,1809.5,0,100,3290,1480.5,1809.5,0.5,1809,0.0276,3290,1480.5,1809.5,0,1809.5,0
169,Nombre169,CAM,MAE-EDUC-15,MA,AS,404,12040,0,317.26,11722.74,11721.98,0.76,0,0,2938,1175.2,1762.8,1762.8,0,100,2938,1175.2,1762.8,1762.8,0,100,2938,1175.2,1762.8,1762.8,0,100,2938,1175.2,1762.8,1762.04,0.76,99.95
170,Nombre170,CAM,LIC-EJDE-17,LI,AS,404,9568.17,0,0,9568.17,6796.17,2772,0,0,2310,924,1386,1386,0,100,2310,924,1386,1386,0,100,2310,924,1386,0,1386,0,2310,924,1386,0,1386,0
171,Nombre171,CAM,MAE-EDUC-15,MA,AS,405,11752,0,0,11752,8814,2938,0,0,2938,1469,1469,1469,0,100,2938,1469,1469,1469,0,100,2938,1469,1469,0,1469,0,2938,1469,1469,0,1469,0
172,Nombre172,CAM,LIC-EJAD-17,LI,AS,404,9528,0,0,9528,6987.68,2540.32,0,0,2310,1039.5,1270.5,1270.5,0,100,2310,1039.5,1270.5,1270.5,0,100,2310,1039.5,1270.5,0.68,1269.82,0.0535,2310,1039.5,1270.5,0,1270.5,0
173,Nombre173,CAM,LIC-ADME-18,LI,AS,403,13840,0,0,13840,9234.78,4605.22,0,0,3682,1104.6,2577.4,2577.4,0,100,3290,987,2303,2303,0,100,3290,987,2303,0.78,2302.22,0.0338,3290,987,2303,0,2303,0
174,Nombre174,CAM,LIC-EJAD-17,LI,AS,404,9528,0,0,9528,6756.18,2771.82,0,0,2310,924,1386,1386,0,100,2310,924,1386,1386,0,100,2310,924,1386,0.18,1385.82,0.0129,2310,924,1386,0,1386,0
175,Nombre175,CAM,MAE-MADN-15,MA,AS,404,20610.54,0,0,20610.54,15000.54,5610,0,0,5100,2295,2805,2805,0,100,5100,2295,2805,2805,0,100,5100,2295,2805,0,2805,0,5100,2295,2805,0,2805,0
176,Nombre176,CAM,LIC-MEES-18,LI,AS,404,14287,0,0,14287,9892.8,4394.2,150,1,3682,1472.8,2209.2,2209.2,0,100,3289,1316,1973,1973,0,100,3289,1316,1973,1.8,1971.2,0.0912,3289,1316,1973,0,1973,0
177,Nombre177,CAM,MAE-MADN-15,MA,AS,405,15491.3,0,0,15491.3,9562.5,5928.8,2103.8,2,3825,1912.5,1912.5,1912.5,0,100,3825,1912.5,1912.5,0,1912.5,0,3825,1912.5,1912.5,0,1912.5,0,3825,1912.5,1912.5,0,1912.5,0
178,Nombre178,CAM,LIC-EJAD-17,LI,AS,404,9575.77,0,0,9575.77,6572.95,3002.82,0,0,2310,808.5,1501.5,1501.5,0,100,2310,808.5,1501.5,1501.5,0,100,2310,808.5,1501.5,0.18,1501.32,0.0119,2310,808.5,1501.5,0,1501.5,0
179,Nombre179,CAM,LIC-EJAD-17,LI,AS,403,9629.22,0,0,9629.22,6395.22,3234,0,0,2310,693,1617,1617,0,100,2310,693,1617,1617,0,100,2310,693,1617,0,1617,0,2310,693,1617,0,1617,0
180,Nombre180,CAM,LIC-DERE-18,LI,AS,402,11806,0,0,11806,8271.2,3534.8,0,0,3780,0,3780,3780,0,100,2022,404.4,1617.6,1617.6,0,100,2022,404.4,1617.6,0.4,1617.2,0.0247,2022,404.4,1617.6,0,1617.6,0
181,Nombre181,CAM,LIC-EJDE-17,LI,BI,401,,0,0,,2086,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
182,Nombre182,CAM,LIC-EJDE-17,LI,AS,401,8394.39,0,0,8394.39,4641.39,3753,0,0,2085,0,2085,2085,0,100,2085,208.5,1876.5,1876.5,0,100,2085,208.5,1876.5,0,1876.5,0,2085,208.5,1876.5,0,1876.5,0
183,Nombre183,CAM,MAE-JUIC-15,MA,BI,402,,0,0,,4020,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
184,Nombre184,CAM,LIC-EJDE-17,LI,BI,402,,0,0,,2086,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
185,Nombre185,CAM,MAE-MADN-15,MA,AS,404,25748,0,0,25748,19316,6432,0,0,9380,2144,7236,7236,0,100,5360,2144,3216,3216,0,100,5360,2144,3216,0,3216,0,5360,2144,3216,0,3216,0
186,Nombre186,CAM,LIC-EJAD-17,LI,AS,401,8679.37,0,0,8679.37,5134.87,3544.5,0,0,2085,0,2085,2085,0,100,2085,312.75,1772.25,1772.25,0,100,2085,312.75,1772.25,0,1772.25,0,2085,312.75,1772.25,0,1772.25,0
187,Nombre187,CAM,LIC-SYSC-18,LI,BR,403,403.71,0,0,403.71,6867.81,-5784.1,-3762.1,3,0,0,0,2650,-2650,0,0,1011,-1011,0,-1011,0,0,1011,-1011,0,-1011,0,0,1011,-1011,0,-1011,0
188,Nombre188,CAM,LIC-EJAD-17,LI,AS,401,8394.39,0,0,8394.39,4641.39,3753,0,0,2085,0,2085,2085,0,100,2085,208.5,1876.5,1876.5,0,100,2085,208.5,1876.5,0,1876.5,0,2085,208.5,1876.5,0,1876.5,0
189,Nombre189,CAM,MAE-EDUC-15,MA,AS,403,19680.7,0,0,19680.7,11459.5,8221.2,2917.2,2,7140,1428,5712,5712,0,100,4080,1428,2652,0,2652,0,4080,1428,2652,0,2652,0,4080,1428,2652,0,2652,0
190,Nombre190,CAM,LIC-EJAD-17,LI,AS,402,8412.38,0,0,8412.38,5284.88,3127.5,0,0,2085,0,2085,2085,0,100,2085,521.25,1563.75,1563.75,0,100,2085,521.25,1563.75,0,1563.75,0,2085,521.25,1563.75,0,1563.75,0
191,Nombre191,CAM,LIC-EJCO-17,LI,AS,401,8517.1,0,0,8517.1,3024.25,5492.85,1948.35,2,2085,0,2085,2085,0,100,2085,312.75,1772.25,1,1771.25,0.0564,2085,312.75,1772.25,0,1772.25,0,2085,312.75,1772.25,0,1772.25,0
192,Nombre192,CAM,MAE-EDUC-15,MA,AS,100,19660.3,0,0,19660.3,12071.5,7588.8,2692.8,2,7140,1632,5508,5508,0,100,4080,1632,2448,0,2448,0,4080,1632,2448,0,2448,0,4080,1632,2448,0,2448,0
193,Nombre193,CAM,LIC-DSGD-18,LI,AS,403,14109.1,0,0,14109.1,7318.5,6790.6,2409.6,2,3780,0,3780,3780,0,100,3370,1179.5,2190.5,0,2190.5,0,3370,1179.5,2190.5,0,2190.5,0,3370,1179.5,2190.5,0,2190.5,0
194,Nombre194,CAM,LIC-EJAD-17,LI,AS,401,8340,0,0,8340,4796.25,3543.75,0,0,2085,0,2085,2085,0,100,2085,312.75,1772.25,1772.25,0,100,2085,312.75,1772.25,0.75,1771.5,0.0423,2085,312.75,1772.25,0,1772.25,0
195,Nombre195,CAM,LIC-EJAD-17,LI,AS,403,8546.47,0,0,8546.47,4021.97,4524.5,1605.5,2,2085,0,2085,2085,0,100,2085,625.5,1459.5,0,1459.5,0,2085,625.5,1459.5,0,1459.5,0,2085,625.5,1459.5,0,1459.5,0
196,Nombre196,CAM,MAE-DEMP-10,MA,AS,100,25783.95,0,0,25783.95,16645.15,9138.8,3242.8,2,9380,2412,6968,6968,0,100,5360,2412,2948,0,2948,0,5360,2412,2948,0,2948,0,5360,2412,2948,0,2948,0
197,Nombre197,CAM,LIC-DERE-18,LI,AS,403,15912,0,0,15912,10655.2,5256.8,0,0,3780,0,3780,3780,0,100,4044,1415.4,2628.6,2628.6,0,100,4044,1415.4,2628.6,0.4,2628.2,0.0152,4044,1415.4,2628.6,0,2628.6,0
198,Nombre198,CAM,LIC-COFI-18,LI,AS,404,14163.46,0,0,14163.46,7895.26,6268.2,2224.2,2,3780,0,3780,3780,0,100,3370,1348,2022,0,2022,0,3370,1348,2022,0,2022,0,3370,1348,2022,0,2022,0
199,Nombre199,CAM,MAE-MADN-15,MA,AS,404,25783.95,0,0,25783.95,13697.15,12086.8,6190.8,3,9380,2412,6968,4020,2948,57.69,5360,2412,2948,0,2948,0,5360,2412,2948,0,2948,0,5360,2412,2948,0,2948,0
200,Nombre200,CAM,LIC-EJDE-17,LI,AS,401,6745.75,0,0,6745.75,2791.7,3954.05,1402.35,2,2085,0,2085,2085,0,100,1501,225.15,1275.85,1,1274.85,0.0783,1501,225.15,1275.85,0,1275.85,0,1501,225.15,1275.85,0,1275.85,0
201,Nombre201,CAM,MAE-MADN-15,MA,AS,,17234.75,0,0,17234.75,4049.15,13185.6,6753.6,3,7236,0,7236,4020,3216,55.55,3216,0,3216,0,3216,0,3216,0,3216,0,3216,0,3216,0,3216,0,3216,0
202,Nombre202,CAM,MAE-EDUC-15,MA,PT,,15245.74,0,0,15245.74,3893.74,11352,3784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Nombre203,CAM,MAE-JUIC-15,MA,AS,404,25728,0,0,25728,16884,8844,2948,2,9380,2144,7236,7236,0,100,5360,2144,3216,536,2680,16.66,5360,2144,3216,268,2948,8.333,5360,2144,3216,268,2948,8.333
204,Nombre204,CAM,MAE-JUIC-15,MA,AS,403,15766.5,0,0,15766.5,9723,6043.5,1963.5,2,3825,1785,2040,2040,0,100,3825,1785,2040,255,1785,12.5,3825,1785,2040,0,2040,0,3825,1785,2040,0,2040,0
205,Nombre205,CAM,LIC-EJME-17,LI,AS,403,9070.4,0,0,9070.4,5234,3836.4,917.4,2,2085,625.5,1459.5,1459.5,0,100,2085,625.5,1459.5,625.5,834,42.85,2085,625.5,1459.5,0,1459.5,0,2085,625.5,1459.5,0,1459.5,0
206,Nombre206,CAM,LIC-EJDE-17,LI,AS,403,8400.47,0,0,8400.47,5606.67,2793.8,0,0,2085,688.05,1396.95,1396.95,0,100,2085,688.05,1396.95,1396.95,0,100,2085,688.05,1396.95,0.1,1396.85,0.0071,2085,688.05,1396.95,0,1396.95,0
207,Nombre207,CAM,MAE-MERD-15,MA,AS,402,15588,0,0,15588,10080,5508,0,0,3825,1071,2754,2754,0,100,3825,1071,2754,2754,0,100,3825,1071,2754,0,2754,0,3825,1071,2754,0,2754,0
208,Nombre208,CAM,LIC-EJDE-17,LI,AS,,12618.83,0,0,12618.83,5604.83,7014,750.5,2,2382,0,2382,2381.5,0.5,99.97,2382,0,2382,2382,0,100,2382,0,2382,0.5,2381.5,0.0209,2382,0,2382,0,2382,0
209,Nombre209,CAM,LIC-EJAD-12,LI,AS,,7164.6,0,0,7164.6,2217.2,4947.4,1755.4,2,2217,0,2217,2217,0,100,1596,0,1596,0.2,1595.8,0.0125,1596,0,1596,0,1596,0,1596,0,1596,0,1596,0
210,Nombre210,CAM,MAE-EDUC-15,MA,AS,404,19660.3,0,0,19660.3,12071.5,7588.8,2692.8,2,7140,1632,5508,5508,0,100,4080,1632,2448,0,2448,0,4080,1632,2448,0,2448,0,4080,1632,2448,0,2448,0
